GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
47001020800,2008,208.0,"Anderson County, Tennessee",4637.0,4.7,31.89,479.0,24440.0,82100.0,28.3,97.63,0.0,1.57,0.0,0.0,0.0,0.63,0.17,604.0,15.0,15.0,2.48,2.48,0,0,1
47001020800,2009,208.0,"Anderson County, Tennessee",4637.0,4.7,31.89,479.0,24440.0,82100.0,28.3,97.63,0.0,1.57,0.0,0.0,0.0,0.63,0.17,601.0,,,,,0,0,0
47001020901,2000,209.01,"Anderson County, Tennessee",5020.0,9.92,15.45,427.0,39023.0,109700.0,20.9,98.21,0.12,0.64,0.2,0.12,0.0,0.68,0.04,306.0,1.0,1.0,0.33,0.33,0,0,1
47001020901,2001,209.01,"Anderson County, Tennessee",5020.0,9.92,15.45,427.0,39023.0,109700.0,20.9,98.21,0.12,0.64,0.2,0.12,0.0,0.68,0.04,312.0,2.0,2.0,0.64,0.64,0,0,1
47001020901,2002,209.01,"Anderson County, Tennessee",5020.0,9.92,15.45,427.0,39023.0,109700.0,20.9,98.21,0.12,0.64,0.2,0.12,0.0,0.68,0.04,318.0,5.0,3.0,0.94,1.57,0,0,1
47001020901,2003,209.01,"Anderson County, Tennessee",5020.0,9.92,15.45,427.0,39023.0,109700.0,20.9,98.21,0.12,0.64,0.2,0.12,0.0,0.68,0.04,324.0,6.0,6.0,1.85,1.85,0,0,1
47001020901,2004,209.01,"Anderson County, Tennessee",5020.0,9.92,15.45,427.0,39023.0,109700.0,20.9,98.21,0.12,0.64,0.2,0.12,0.0,0.68,0.04,330.0,5.0,3.0,0.91,1.51,0,0,1
47001020901,2005,209.01,"Anderson County, Tennessee",5514.0,4.66,17.11,627.0,46173.0,120900.0,24.3,98.98,0.0,0.36,0.0,0.0,0.0,0.65,0.0,337.0,8.0,6.0,1.78,2.38,0,0,1
47001020901,2006,209.01,"Anderson County, Tennessee",5514.0,4.66,17.11,627.0,46173.0,120900.0,24.3,98.98,0.0,0.36,0.0,0.0,0.0,0.65,0.0,343.0,4.0,4.0,1.17,1.17,0,0,1
47001020901,2007,209.01,"Anderson County, Tennessee",5514.0,4.66,17.11,627.0,46173.0,120900.0,24.3,98.98,0.0,0.36,0.0,0.0,0.0,0.65,0.0,349.0,5.0,5.0,1.43,1.43,0,0,1
47001020901,2008,209.01,"Anderson County, Tennessee",5514.0,4.66,17.11,627.0,46173.0,120900.0,24.3,98.98,0.0,0.36,0.0,0.0,0.0,0.65,0.0,355.0,4.0,4.0,1.13,1.13,0,0,1
47001020901,2009,209.01,"Anderson County, Tennessee",5514.0,4.66,17.11,627.0,46173.0,120900.0,24.3,98.98,0.0,0.36,0.0,0.0,0.0,0.65,0.0,361.0,,,,,0,0,0
47001020902,2000,209.02,"Anderson County, Tennessee",5564.0,8.25,13.69,521.0,39004.0,94400.0,19.1,97.38,0.38,0.83,0.22,0.34,0.0,0.84,0.02,294.0,4.0,4.0,1.36,1.36,0,0,1
47001020902,2001,209.02,"Anderson County, Tennessee",5564.0,8.25,13.69,521.0,39004.0,94400.0,19.1,97.38,0.38,0.83,0.22,0.34,0.0,0.84,0.02,308.0,14.0,14.0,4.55,4.55,0,0,1
47001020902,2002,209.02,"Anderson County, Tennessee",5564.0,8.25,13.69,521.0,39004.0,94400.0,19.1,97.38,0.38,0.83,0.22,0.34,0.0,0.84,0.02,322.0,18.0,10.0,3.11,5.59,0,0,1
47001020902,2003,209.02,"Anderson County, Tennessee",5564.0,8.25,13.69,521.0,39004.0,94400.0,19.1,97.38,0.38,0.83,0.22,0.34,0.0,0.84,0.02,336.0,12.0,9.0,2.68,3.57,0,0,1
47001020902,2004,209.02,"Anderson County, Tennessee",5564.0,8.25,13.69,521.0,39004.0,94400.0,19.1,97.38,0.38,0.83,0.22,0.34,0.0,0.84,0.02,350.0,10.0,3.0,0.86,2.86,0,0,1
47001020902,2005,209.02,"Anderson County, Tennessee",6060.0,2.33,9.33,663.0,52250.0,108100.0,23.8,96.58,0.0,1.57,0.4,0.38,0.0,1.07,0.0,364.0,9.0,5.0,1.38,2.48,0,0,1
47001020902,2006,209.02,"Anderson County, Tennessee",6060.0,2.33,9.33,663.0,52250.0,108100.0,23.8,96.58,0.0,1.57,0.4,0.38,0.0,1.07,0.0,377.0,8.0,8.0,2.12,2.12,0,0,1
47001020902,2007,209.02,"Anderson County, Tennessee",6060.0,2.33,9.33,663.0,52250.0,108100.0,23.8,96.58,0.0,1.57,0.4,0.38,0.0,1.07,0.0,391.0,16.0,16.0,4.09,4.09,0,0,1
47001020902,2008,209.02,"Anderson County, Tennessee",6060.0,2.33,9.33,663.0,52250.0,108100.0,23.8,96.58,0.0,1.57,0.4,0.38,0.0,1.07,0.0,405.0,17.0,14.0,3.46,4.2,0,0,1
47001020902,2009,209.02,"Anderson County, Tennessee",6060.0,2.33,9.33,663.0,52250.0,108100.0,23.8,96.58,0.0,1.57,0.4,0.38,0.0,1.07,0.0,419.0,,,,,0,0,0
47001021000,2000,210.0,"Anderson County, Tennessee",6284.01,16.92,17.72,424.44,29816.42,71732.24,31.5,96.19,1.73,0.5,0.37,0.12,0.03,1.05,0.0,451.0,6.0,6.0,1.33,1.33,0,0,1
47001021000,2001,210.0,"Anderson County, Tennessee",6284.01,16.92,17.72,424.44,29816.42,71732.24,31.5,96.19,1.73,0.5,0.37,0.12,0.03,1.05,0.0,456.0,12.0,7.0,1.54,2.63,0,0,1
47001021000,2002,210.0,"Anderson County, Tennessee",6284.01,16.92,17.72,424.44,29816.42,71732.24,31.5,96.19,1.73,0.5,0.37,0.12,0.03,1.05,0.0,460.0,9.0,6.0,1.3,1.96,0,0,1
47001021000,2003,210.0,"Anderson County, Tennessee",6284.01,16.92,17.72,424.44,29816.42,71732.24,31.5,96.19,1.73,0.5,0.37,0.12,0.03,1.05,0.0,465.0,18.0,16.0,3.44,3.87,0,0,1
47001021000,2004,210.0,"Anderson County, Tennessee",6284.01,16.92,17.72,424.44,29816.42,71732.24,31.5,96.19,1.73,0.5,0.37,0.12,0.03,1.05,0.0,469.0,26.0,20.0,4.26,5.54,0,0,1
