GEOID,year,renter-occupied-households,eviction-filings,eviction-filings-imp,eviction-filings-non-imp,evictions,evictions-imp,evictions-non-imp,eviction-rate,eviction-filing-rate,imputed,subbed,low-flag
18131,2000,1004,15.0,4.0,11.0,13.0,4.0,9.0,1.29,1.49,0,0,0
18131,2001,1015,10.0,3.0,7.0,10.0,3.0,7.0,0.99,0.99,0,0,0
18131,2002,1026,11.0,1.0,10.0,10.0,1.0,9.0,0.97,1.07,0,0,0
18131,2003,1037,10.0,2.0,8.0,9.0,2.0,7.0,0.87,0.96,0,0,0
18131,2004,1048,28.0,4.0,24.0,23.0,3.0,20.0,2.19,2.67,0,0,0
18131,2005,1060,27.0,9.0,18.0,17.0,4.0,13.0,1.6,2.55,0,0,0
18131,2006,1071,19.0,8.0,11.0,12.0,6.0,6.0,1.12,1.77,0,0,0
18131,2007,1082,11.0,0.0,11.0,10.0,0.0,10.0,0.92,1.02,0,0,0
18131,2008,1093,18.0,6.0,12.0,14.0,5.0,9.0,1.28,1.65,0,0,0
18131,2009,1104,18.0,1.0,17.0,15.0,1.0,14.0,1.36,1.63,0,0,0
18131,2010,1115,12.0,1.0,11.0,8.0,0.0,8.0,0.72,1.08,0,0,0
18131,2011,1131,21.0,3.0,18.0,18.0,3.0,15.0,1.59,1.86,0,0,0
18131,2012,1146,17.0,3.0,14.0,15.0,3.0,12.0,1.31,1.48,0,0,0
18131,2013,1162,15.0,1.0,14.0,13.0,1.0,12.0,1.12,1.29,0,0,0
18131,2014,1178,4.0,1.0,3.0,4.0,1.0,3.0,0.34,0.34,0,0,1
18131,2015,1193,13.0,0.0,13.0,11.0,0.0,11.0,0.92,1.09,0,0,0
18131,2016,1209,15.0,1.0,14.0,14.0,1.0,13.0,1.16,1.24,0,0,0
18133,2000,2648,,,,,,,,,0,0,0
18133,2001,2689,,,,,,,,,0,0,0
18133,2002,2731,85.0,19.0,66.0,59.0,15.0,44.0,2.16,3.11,0,0,0
18133,2003,2772,113.0,10.0,103.0,89.0,9.0,80.0,3.21,4.08,0,0,0
18133,2004,2814,100.0,11.0,89.0,89.0,9.0,80.0,3.16,3.55,0,0,0
18133,2005,2855,93.0,19.0,74.0,78.0,15.0,63.0,2.73,3.26,0,0,0
18133,2006,2896,55.0,16.0,39.0,53.0,16.0,37.0,1.83,1.9,0,0,0
18133,2007,2938,24.0,2.0,22.0,21.0,2.0,19.0,0.71,0.82,0,0,1
18133,2008,2979,40.0,8.0,32.0,37.0,8.0,29.0,1.24,1.34,0,0,1
18133,2009,3021,,,,,,,,,0,0,0
18133,2010,3062,,,,,,,,,0,0,0
18133,2011,3108,,,,,,,,,0,0,0
18133,2012,3153,66.0,5.0,61.0,32.0,4.0,28.0,1.01,2.09,0,0,0
18133,2013,3199,58.0,6.0,52.0,30.0,0.0,30.0,0.94,1.81,0,0,1
18133,2014,3245,87.0,13.0,74.0,52.0,7.0,45.0,1.6,2.68,0,0,0
18133,2015,3290,,,,,,,,,0,0,0
18133,2016,3336,,,,,,,,,0,0,0
18135,2000,2635,36.0,8.0,28.0,35.0,8.0,27.0,1.33,1.37,0,0,0
18135,2001,2652,11.0,2.0,9.0,11.0,2.0,9.0,0.41,0.41,0,0,1
18135,2002,2668,21.0,3.0,18.0,21.0,3.0,18.0,0.79,0.79,0,0,1
18135,2003,2685,14.0,3.0,11.0,14.0,3.0,11.0,0.52,0.52,0,0,1
18135,2004,2701,68.0,11.0,57.0,67.0,11.0,56.0,2.48,2.52,0,0,0
18135,2005,2718,39.0,4.0,35.0,37.0,4.0,33.0,1.36,1.44,0,0,1
18135,2006,2734,82.0,6.0,76.0,66.0,6.0,60.0,2.41,3.0,0,0,0
18135,2007,2751,48.0,9.0,39.0,40.0,9.0,31.0,1.45,1.75,0,0,1
18135,2008,2767,55.0,6.0,49.0,36.0,3.0,33.0,1.3,1.99,0,0,0
18135,2009,2784,61.0,6.0,55.0,32.0,2.0,30.0,1.15,2.19,0,0,0
18135,2010,2800,47.0,9.0,38.0,32.0,5.0,27.0,1.14,1.68,0,0,1
18135,2011,2826,46.0,3.0,43.0,33.0,1.0,32.0,1.17,1.63,0,0,1
18135,2012,2852,60.0,5.0,55.0,44.0,4.0,40.0,1.54,2.1,0,0,0
18135,2013,2879,58.0,7.0,51.0,37.0,5.0,32.0,1.29,2.01,0,0,0
18135,2014,2905,33.0,4.0,29.0,22.0,3.0,19.0,0.76,1.14,0,0,1
18135,2015,2931,31.0,3.0,28.0,19.0,1.0,18.0,0.65,1.06,0,0,1
18135,2016,2957,27.0,3.0,24.0,16.0,2.0,14.0,0.54,0.91,0,0,1
18137,2000,2281,,,,,,,,,0,0,0
18137,2001,2311,24.0,1.0,23.0,10.0,0.0,10.0,0.43,1.04,0,0,1
18137,2002,2342,35.0,4.0,31.0,18.0,3.0,15.0,0.77,1.49,0,0,1
18137,2003,2372,39.0,7.0,32.0,4.0,0.0,4.0,0.17,1.64,0,0,1
18137,2004,2403,12.0,2.0,10.0,3.0,0.0,3.0,0.12,0.5,0,0,1
18137,2005,2433,20.0,2.0,18.0,14.0,2.0,12.0,0.58,0.82,0,0,1
18137,2006,2463,16.0,1.0,15.0,7.0,1.0,6.0,0.28,0.65,0,0,1
18137,2007,2494,13.0,1.0,12.0,5.0,1.0,4.0,0.2,0.52,0,0,1
18137,2008,2524,42.0,8.0,34.0,22.0,5.0,17.0,0.87,1.66,0,0,1
18137,2009,2555,47.0,6.0,41.0,29.0,5.0,24.0,1.14,1.84,0,0,0
18137,2010,2585,53.0,13.0,40.0,39.0,10.0,29.0,1.51,2.05,0,0,0
18137,2011,2626,62.0,7.0,55.0,46.0,5.0,41.0,1.75,2.36,0,0,0
18137,2012,2667,61.0,14.0,47.0,34.0,8.0,26.0,1.27,2.29,0,0,0
18137,2013,2709,80.0,14.0,66.0,55.0,9.0,46.0,2.03,2.95,0,0,0
18137,2014,2750,59.0,17.0,42.0,46.0,15.0,31.0,1.67,2.15,0,0,0
18137,2015,2791,30.0,2.0,28.0,16.0,0.0,16.0,0.57,1.07,0,0,0
18137,2016,2832,29.0,3.0,26.0,29.0,3.0,26.0,1.02,1.02,0,0,0
18139,2000,1792,,,,,,,,,0,0,0
18139,2001,1795,2.0,0.0,2.0,2.0,0.0,2.0,0.11,0.11,0,0,1
18139,2002,1797,18.0,1.0,17.0,12.0,1.0,11.0,0.67,1.0,0,0,0
18139,2003,1800,2.0,0.0,2.0,2.0,0.0,2.0,0.11,0.11,0,0,1
18139,2004,1802,7.0,0.0,7.0,7.0,0.0,7.0,0.39,0.39,0,0,1
18139,2005,1805,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.11,0,0,1
18139,2006,1807,4.0,0.0,4.0,4.0,0.0,4.0,0.22,0.22,0,0,1
18139,2007,1810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
18139,2008,1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
18139,2009,1815,1.0,0.0,1.0,1.0,0.0,1.0,0.06,0.06,0,0,1
18139,2010,1817,42.0,2.0,40.0,19.0,2.0,17.0,1.05,2.31,0,0,0
18139,2011,1833,52.0,3.0,49.0,28.0,1.0,27.0,1.53,2.84,0,0,0
18139,2012,1848,50.0,9.0,41.0,23.0,4.0,19.0,1.24,2.71,0,0,0
18139,2013,1864,35.0,5.0,30.0,15.0,1.0,14.0,0.8,1.88,0,0,0
18139,2014,1880,24.0,5.0,19.0,8.0,1.0,7.0,0.43,1.28,0,0,0
18139,2015,1895,10.0,1.0,9.0,3.0,0.0,3.0,0.16,0.53,0,0,1
18139,2016,1911,8.0,1.0,7.0,4.0,1.0,3.0,0.21,0.42,0,0,1
18141,2000,28549,,,,,,,,,0,0,0
18141,2001,28856,,,,,,,,,0,0,0
18141,2002,29162,621.0,74.0,547.0,611.0,73.0,538.0,2.1,2.13,0,0,1
18141,2003,29469,623.0,176.0,447.0,619.0,175.0,444.0,2.1,2.11,1,0,1
18141,2004,29775,619.0,279.0,340.0,605.0,271.0,334.0,2.03,2.08,1,0,1
18141,2005,30082,621.0,265.0,356.0,594.0,248.0,346.0,1.97,2.06,0,0,1
18141,2006,30389,726.0,306.0,420.0,714.0,301.0,413.0,2.35,2.39,0,0,1
18141,2007,30695,,,,,,,,,0,0,0
18141,2008,31002,,,,,,,,,0,0,0
18141,2009,31308,,,,,,,,,0,0,0
18141,2010,31615,,,,,,,,,0,0,0
18141,2011,32140,,,,,,,,,0,0,0
18141,2012,32665,814.0,84.0,730.0,789.0,80.0,709.0,2.42,2.49,0,0,1
18141,2013,33190,763.0,98.0,665.0,723.0,84.0,639.0,2.18,2.3,0,0,1
18141,2014,33715,958.0,128.0,830.0,802.0,112.0,690.0,2.38,2.84,0,0,1
18141,2015,34240,2657.0,231.0,2426.0,1719.0,157.0,1562.0,5.02,7.76,0,0,0
18141,2016,34765,3164.0,236.0,2928.0,1766.0,148.0,1618.0,5.08,9.1,0,0,0
18143,2000,2130,118.0,13.0,105.0,118.0,13.0,105.0,5.54,5.54,0,0,0
18143,2001,2185,93.0,7.0,86.0,87.0,7.0,80.0,3.98,4.26,0,0,0
18143,2002,2240,131.0,10.0,121.0,120.0,10.0,110.0,5.36,5.85,0,0,0
18143,2003,2295,83.0,15.0,68.0,75.0,15.0,60.0,3.27,3.62,0,0,0
18143,2004,2350,62.0,7.0,55.0,62.0,7.0,55.0,2.64,2.64,0,0,0
18143,2005,2405,82.0,9.0,73.0,81.0,9.0,72.0,3.37,3.41,0,0,0
18143,2006,2460,45.0,3.0,42.0,45.0,3.0,42.0,1.83,1.83,0,0,0
18143,2007,2515,59.0,4.0,55.0,59.0,4.0,55.0,2.35,2.35,0,0,0
18143,2008,2570,51.0,6.0,45.0,50.0,6.0,44.0,1.95,1.98,0,0,0
18143,2009,2625,43.0,2.0,41.0,42.0,2.0,40.0,1.6,1.64,0,0,0
18143,2010,2680,35.0,8.0,27.0,34.0,8.0,26.0,1.27,1.31,0,0,1
18143,2011,2718,33.0,4.0,29.0,33.0,4.0,29.0,1.21,1.21,0,0,1
18143,2012,2757,66.0,7.0,59.0,64.0,6.0,58.0,2.32,2.39,0,0,0
18143,2013,2795,25.0,1.0,24.0,24.0,1.0,23.0,0.86,0.89,0,0,1
18143,2014,2833,32.0,0.0,32.0,5.0,0.0,5.0,0.18,1.13,0,0,1
18143,2015,2872,40.0,5.0,35.0,7.0,1.0,6.0,0.24,1.39,0,0,1
18143,2016,2910,43.0,20.0,23.0,10.0,6.0,4.0,0.34,1.48,1,0,1
18145,2000,4404,22.0,3.0,19.0,22.0,3.0,19.0,0.5,0.5,0,0,1
18145,2001,4456,40.0,4.0,36.0,36.0,4.0,32.0,0.81,0.9,0,0,1
18145,2002,4508,8.0,1.0,7.0,7.0,1.0,6.0,0.16,0.18,0,0,1
18145,2003,4561,17.0,0.0,17.0,10.0,0.0,10.0,0.22,0.37,0,0,1
18145,2004,4613,10.0,0.0,10.0,8.0,0.0,8.0,0.17,0.22,0,0,1
18145,2005,4665,15.0,0.0,15.0,13.0,0.0,13.0,0.28,0.32,0,0,1
18145,2006,4717,8.0,0.0,8.0,6.0,0.0,6.0,0.13,0.17,0,0,1
18145,2007,4769,9.0,0.0,9.0,7.0,0.0,7.0,0.15,0.19,0,0,1
18145,2008,4822,10.0,0.0,10.0,10.0,0.0,10.0,0.21,0.21,0,0,1
18145,2009,4874,4.0,0.0,4.0,3.0,0.0,3.0,0.06,0.08,0,0,1
18145,2010,4926,4.0,0.0,4.0,4.0,0.0,4.0,0.08,0.08,0,0,1
18145,2011,4980,10.0,0.0,10.0,8.0,0.0,8.0,0.16,0.2,0,0,1
18145,2012,5034,3.0,0.0,3.0,1.0,0.0,1.0,0.02,0.06,0,0,1
18145,2013,5088,6.0,0.0,6.0,2.0,0.0,2.0,0.04,0.12,0,0,1
18145,2014,5142,7.0,0.0,7.0,3.0,0.0,3.0,0.06,0.14,0,0,1
18145,2015,5196,90.0,8.0,82.0,75.0,7.0,68.0,1.44,1.73,0,0,0
18145,2016,5250,82.0,6.0,76.0,79.0,5.0,74.0,1.5,1.56,0,0,1
18147,2000,1270,,,,,,,,,0,0,0
18147,2001,1290,,,,,,,,,0,0,0
18147,2002,1311,,,,,,,,,0,0,0
18147,2003,1331,,,,,,,,,0,0,0
18147,2004,1351,15.0,4.0,11.0,15.0,4.0,11.0,1.11,1.11,0,0,0
18147,2005,1372,4.0,1.0,3.0,4.0,1.0,3.0,0.29,0.29,0,0,1
18147,2006,1392,11.0,3.0,8.0,10.0,3.0,7.0,0.72,0.79,0,0,0
18147,2007,1412,7.0,1.0,6.0,4.0,0.0,4.0,0.28,0.5,0,0,1
18147,2008,1432,10.0,2.0,8.0,3.0,0.0,3.0,0.21,0.7,0,0,1
18147,2009,1453,19.0,2.0,17.0,12.0,1.0,11.0,0.83,1.31,0,0,0
18147,2010,1473,18.0,3.0,15.0,4.0,0.0,4.0,0.27,1.22,0,0,0
18147,2011,1501,27.0,9.0,18.0,5.0,3.0,2.0,0.33,1.8,0,0,0
18147,2012,1529,26.0,5.0,21.0,12.0,1.0,11.0,0.78,1.7,0,0,0
18147,2013,1558,11.0,1.0,10.0,4.0,1.0,3.0,0.26,0.71,0,0,1
18147,2014,1586,20.0,3.0,17.0,11.0,0.0,11.0,0.69,1.26,0,0,0
18147,2015,1614,18.0,2.0,16.0,4.0,0.0,4.0,0.25,1.12,0,0,0
18147,2016,1642,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.55,0,0,1
18149,2000,1670,21.0,3.0,18.0,20.0,3.0,17.0,1.2,1.26,0,0,0
18149,2001,1689,15.0,2.0,13.0,13.0,2.0,11.0,0.77,0.89,0,0,0
18149,2002,1709,12.0,0.0,12.0,9.0,0.0,9.0,0.53,0.7,0,0,0
18149,2003,1728,13.0,0.0,13.0,11.0,0.0,11.0,0.64,0.75,0,0,0
18149,2004,1748,10.0,1.0,9.0,9.0,1.0,8.0,0.51,0.57,0,0,1
18149,2005,1767,56.0,7.0,49.0,23.0,3.0,20.0,1.3,3.17,0,0,0
18149,2006,1786,30.0,1.0,29.0,23.0,1.0,22.0,1.29,1.68,0,0,0
18149,2007,1806,31.0,5.0,26.0,16.0,3.0,13.0,0.89,1.72,0,0,0
18149,2008,1825,48.0,3.0,45.0,32.0,3.0,29.0,1.75,2.63,0,0,0
18149,2009,1845,45.0,6.0,39.0,26.0,3.0,23.0,1.41,2.44,0,0,0
18149,2010,1864,47.0,5.0,42.0,34.0,4.0,30.0,1.82,2.52,0,0,0
18149,2011,1893,45.0,1.0,44.0,35.0,1.0,34.0,1.85,2.38,0,0,0
18149,2012,1922,44.0,4.0,40.0,28.0,3.0,25.0,1.46,2.29,0,0,0
18149,2013,1952,52.0,4.0,48.0,41.0,4.0,37.0,2.1,2.66,0,0,0
18149,2014,1981,31.0,1.0,30.0,22.0,1.0,21.0,1.11,1.57,0,0,0
18149,2015,2010,66.0,4.0,62.0,48.0,4.0,44.0,2.39,3.28,0,0,0
18149,2016,2039,43.0,5.0,38.0,34.0,5.0,29.0,1.67,2.11,0,0,0
18151,2000,2787,,,,,,,,,0,0,0
18151,2001,2825,,,,,,,,,0,0,0
18151,2002,2862,116.0,11.0,105.0,57.0,7.0,50.0,1.99,4.05,0,0,0
18151,2003,2900,148.0,24.0,124.0,82.0,16.0,66.0,2.83,5.1,0,0,0
18151,2004,2937,142.0,29.0,113.0,86.0,15.0,71.0,2.93,4.83,0,0,0
18151,2005,2975,204.0,10.0,194.0,90.0,6.0,84.0,3.03,6.86,0,0,0
18151,2006,3013,108.0,20.0,88.0,76.0,17.0,59.0,2.52,3.58,0,0,0
18151,2007,3050,155.0,20.0,135.0,120.0,18.0,102.0,3.93,5.08,0,0,0
18151,2008,3088,144.0,23.0,121.0,93.0,16.0,77.0,3.01,4.66,0,0,0
18151,2009,3125,124.0,16.0,108.0,69.0,9.0,60.0,2.21,3.97,0,0,0
18151,2010,3163,133.0,12.0,121.0,92.0,9.0,83.0,2.91,4.2,0,0,0
18151,2011,3221,182.0,17.0,165.0,122.0,10.0,112.0,3.79,5.65,0,0,0
18151,2012,3279,223.0,18.0,205.0,133.0,10.0,123.0,4.06,6.8,0,0,0
18151,2013,3337,215.0,17.0,198.0,141.0,15.0,126.0,4.23,6.44,0,0,0
18151,2014,3395,166.0,14.0,152.0,105.0,12.0,93.0,3.09,4.89,0,0,0
18151,2015,3453,162.0,10.0,152.0,103.0,5.0,98.0,2.98,4.69,0,0,0
18151,2016,3511,156.0,16.0,140.0,106.0,13.0,93.0,3.02,4.44,0,0,0
18153,2000,1577,41.0,7.0,34.0,40.0,6.0,34.0,2.54,2.6,0,0,0
18153,2001,1600,96.0,17.0,79.0,59.0,9.0,50.0,3.69,6.0,0,0,0
18153,2002,1623,120.0,22.0,98.0,68.0,14.0,54.0,4.19,7.39,0,0,0
18153,2003,1646,70.0,9.0,61.0,63.0,9.0,54.0,3.83,4.25,0,0,0
18153,2004,1669,27.0,5.0,22.0,24.0,3.0,21.0,1.44,1.62,0,0,0
18153,2005,1692,30.0,8.0,22.0,26.0,6.0,20.0,1.54,1.77,0,0,0
18153,2006,1714,31.0,4.0,27.0,28.0,4.0,24.0,1.63,1.81,0,0,0
18153,2007,1737,,,,,,,,,0,0,0
18153,2008,1760,,,,,,,,,0,0,0
18153,2009,1783,,,,,,,,,0,0,0
18153,2010,1806,,,,,,,,,0,0,0
18153,2011,1833,38.0,3.0,35.0,31.0,3.0,28.0,1.69,2.07,0,0,0
18153,2012,1860,38.0,0.0,38.0,30.0,0.0,30.0,1.61,2.04,0,0,0
18153,2013,1887,36.0,4.0,32.0,29.0,4.0,25.0,1.54,1.91,0,0,0
18153,2014,1914,30.0,1.0,29.0,22.0,1.0,21.0,1.15,1.57,0,0,0
18153,2015,1941,35.0,2.0,33.0,21.0,1.0,20.0,1.08,1.8,0,0,0
18153,2016,1968,39.0,31.0,8.0,25.0,19.0,6.0,1.27,1.98,1,0,0
18155,2000,759,1.0,0.0,1.0,1.0,0.0,1.0,0.13,0.13,0,0,0
18155,2001,781,7.0,1.0,6.0,7.0,1.0,6.0,0.9,0.9,0,0,0
18155,2002,804,13.0,5.0,8.0,9.0,3.0,6.0,1.12,1.62,0,0,0
18155,2003,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18155,2004,848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18155,2005,871,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23,0,0,0
18155,2006,893,2.0,0.0,2.0,2.0,0.0,2.0,0.22,0.22,0,0,0
18155,2007,915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18155,2008,937,8.0,5.0,3.0,6.0,4.0,2.0,0.64,0.85,0,0,0
18155,2009,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18155,2010,982,15.0,4.0,11.0,9.0,2.0,7.0,0.92,1.53,0,0,0
18155,2011,1001,8.0,0.0,8.0,5.0,0.0,5.0,0.5,0.8,0,0,0
18155,2012,1020,14.0,3.0,11.0,13.0,3.0,10.0,1.27,1.37,0,0,0
18155,2013,1040,26.0,6.0,20.0,19.0,4.0,15.0,1.83,2.5,0,0,0
18155,2014,1059,22.0,6.0,16.0,16.0,5.0,11.0,1.51,2.08,0,0,0
18155,2015,1078,8.0,1.0,7.0,8.0,1.0,7.0,0.74,0.74,0,0,0
18155,2016,1097,3.0,0.0,3.0,3.0,0.0,3.0,0.27,0.27,0,0,0
18157,2000,24334,,,,,,,,,0,0,0
18157,2001,24852,,,,,,,,,0,0,0
18157,2002,25371,2428.0,162.0,2266.0,1288.0,81.0,1207.0,5.08,9.57,0,0,0
18157,2003,25889,1639.0,129.0,1510.0,1001.0,86.0,915.0,3.87,6.33,0,0,0
18157,2004,26407,1414.0,125.0,1289.0,1278.0,117.0,1161.0,4.84,5.35,0,0,0
18157,2005,26926,1513.0,95.0,1418.0,1331.0,88.0,1243.0,4.94,5.62,0,0,0
18157,2006,27444,1462.0,77.0,1385.0,1344.0,71.0,1273.0,4.9,5.33,0,0,0
18157,2007,27962,1193.0,36.0,1157.0,1074.0,32.0,1042.0,3.84,4.27,0,0,0
18157,2008,28480,2509.0,81.0,2428.0,972.0,26.0,946.0,3.41,8.81,0,0,0
18157,2009,28999,949.0,44.0,905.0,602.0,33.0,569.0,2.08,3.27,0,0,1
18157,2010,29517,1397.0,42.0,1355.0,325.0,11.0,314.0,1.1,4.73,0,0,0
18157,2011,30142,1940.0,77.0,1863.0,635.0,27.0,608.0,2.11,6.44,0,0,0
18157,2012,30767,2040.0,156.0,1884.0,636.0,45.0,591.0,2.07,6.63,0,0,0
18157,2013,31393,1985.0,127.0,1858.0,234.0,15.0,219.0,0.75,6.32,0,0,0
18157,2014,32018,2132.0,119.0,2013.0,44.0,1.0,43.0,0.14,6.66,0,0,0
18157,2015,32643,2323.0,181.0,2142.0,953.0,91.0,862.0,2.92,7.12,0,0,0
18157,2016,33268,2240.0,181.0,2059.0,1543.0,124.0,1419.0,4.64,6.73,0,0,0
18159,2000,1298,,,,,,,,,0,0,0
18159,2001,1299,8.0,1.0,7.0,3.0,1.0,2.0,0.23,0.62,0,0,0
18159,2002,1301,27.0,1.0,26.0,16.0,1.0,15.0,1.23,2.08,0,0,0
18159,2003,1302,22.0,3.0,19.0,19.0,2.0,17.0,1.46,1.69,0,0,0
18159,2004,1303,14.0,2.0,12.0,12.0,1.0,11.0,0.92,1.07,0,0,0
18159,2005,1305,13.0,2.0,11.0,13.0,2.0,11.0,1.0,1.0,0,0,0
18159,2006,1306,7.0,0.0,7.0,6.0,0.0,6.0,0.46,0.54,0,0,1
18159,2007,1307,3.0,0.0,3.0,3.0,0.0,3.0,0.23,0.23,0,0,1
18159,2008,1308,6.0,0.0,6.0,5.0,0.0,5.0,0.38,0.46,0,0,1
18159,2009,1310,15.0,0.0,15.0,14.0,0.0,14.0,1.07,1.15,0,0,0
18159,2010,1311,27.0,0.0,27.0,16.0,0.0,16.0,1.22,2.06,0,0,0
18159,2011,1326,35.0,2.0,33.0,13.0,0.0,13.0,0.98,2.64,0,0,0
18159,2012,1341,30.0,1.0,29.0,15.0,1.0,14.0,1.12,2.24,0,0,0
18159,2013,1357,21.0,0.0,21.0,12.0,0.0,12.0,0.88,1.55,0,0,0
18159,2014,1372,31.0,3.0,28.0,18.0,3.0,15.0,1.31,2.26,0,0,0
18159,2015,1387,55.0,1.0,54.0,40.0,1.0,39.0,2.88,3.97,0,0,0
18159,2016,1402,71.0,3.0,68.0,38.0,2.0,36.0,2.71,5.06,0,0,0
18161,2000,689,6.0,1.0,5.0,6.0,1.0,5.0,0.87,0.87,0,0,0
18161,2001,701,1.0,0.0,1.0,1.0,0.0,1.0,0.14,0.14,0,0,0
18161,2002,713,8.0,0.0,8.0,8.0,0.0,8.0,1.12,1.12,0,0,0
18161,2003,724,1.0,0.0,1.0,1.0,0.0,1.0,0.14,0.14,0,0,0
18161,2004,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18161,2005,748,2.0,0.0,2.0,2.0,0.0,2.0,0.27,0.27,0,0,0
18161,2006,760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18161,2007,772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18161,2008,783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18161,2009,795,1.0,0.0,1.0,1.0,0.0,1.0,0.13,0.13,0,0,0
18161,2010,807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18161,2011,815,3.0,0.0,3.0,3.0,0.0,3.0,0.37,0.37,0,0,0
18161,2012,823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18161,2013,832,11.0,0.0,11.0,9.0,0.0,9.0,1.08,1.32,0,0,0
18161,2014,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18161,2015,848,7.0,0.0,7.0,3.0,0.0,3.0,0.35,0.83,0,0,0
18161,2016,856,7.0,0.0,7.0,3.0,0.0,3.0,0.35,0.82,0,0,0
18163,2000,23440,1394.0,149.0,1245.0,1372.0,146.0,1226.0,5.85,5.95,0,0,0
18163,2001,23738,2237.0,167.0,2070.0,1719.0,127.0,1592.0,7.24,9.42,0,0,0
18163,2002,24037,3320.0,203.0,3117.0,2117.0,127.0,1990.0,8.81,13.81,0,0,0
18163,2003,24336,3119.0,191.0,2928.0,2087.0,140.0,1947.0,8.58,12.82,0,0,0
18163,2004,24635,3189.0,213.0,2976.0,2250.0,155.0,2095.0,9.13,12.94,0,0,0
18163,2005,24935,3389.0,231.0,3158.0,2463.0,167.0,2296.0,9.88,13.59,0,0,0
18163,2006,25234,2923.0,238.0,2685.0,2202.0,186.0,2016.0,8.73,11.58,0,0,0
18163,2007,25533,1617.0,152.0,1465.0,1342.0,132.0,1210.0,5.26,6.33,0,0,0
18163,2008,25832,1480.0,104.0,1376.0,1256.0,85.0,1171.0,4.86,5.73,0,0,0
18163,2009,26131,2989.0,205.0,2784.0,2257.0,151.0,2106.0,8.64,11.44,0,0,0
18163,2010,26430,2829.0,169.0,2660.0,2014.0,114.0,1900.0,7.62,10.7,0,0,0
18163,2011,26877,3201.0,175.0,3026.0,2271.0,114.0,2157.0,8.45,11.91,0,0,0
18163,2012,27324,2956.0,154.0,2802.0,2073.0,103.0,1970.0,7.59,10.82,0,0,0
18163,2013,27771,2744.0,137.0,2607.0,1867.0,103.0,1764.0,6.72,9.88,0,0,0
18163,2014,28217,2015.0,66.0,1949.0,1434.0,44.0,1390.0,5.08,7.14,0,0,0
18163,2015,28664,1797.0,82.0,1715.0,608.0,33.0,575.0,2.12,6.27,0,0,0
18163,2016,29111,2820.0,166.0,2654.0,123.0,11.0,112.0,0.42,9.69,0,0,0
18165,2000,1383,6.0,1.0,5.0,6.0,1.0,5.0,0.43,0.43,0,0,0
18165,2001,1397,35.0,5.0,30.0,25.0,3.0,22.0,1.79,2.51,0,0,0
18165,2002,1410,22.0,6.0,16.0,19.0,4.0,15.0,1.35,1.56,0,0,0
18165,2003,1424,19.0,5.0,14.0,19.0,5.0,14.0,1.33,1.33,0,0,0
18165,2004,1437,20.0,4.0,16.0,18.0,4.0,14.0,1.25,1.39,0,0,0
18165,2005,1451,26.0,2.0,24.0,24.0,2.0,22.0,1.65,1.79,0,0,0
18165,2006,1464,12.0,2.0,10.0,11.0,2.0,9.0,0.75,0.82,0,0,0
18165,2007,1478,9.0,1.0,8.0,9.0,1.0,8.0,0.61,0.61,0,0,1
18165,2008,1491,8.0,0.0,8.0,8.0,0.0,8.0,0.54,0.54,0,0,1
18165,2009,1505,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.13,0,0,1
18165,2010,1518,14.0,3.0,11.0,11.0,3.0,8.0,0.72,0.92,0,0,0
18165,2011,1539,23.0,7.0,16.0,14.0,5.0,9.0,0.91,1.49,0,0,0
18165,2012,1561,25.0,5.0,20.0,16.0,3.0,13.0,1.03,1.6,0,0,0
18165,2013,1582,21.0,2.0,19.0,13.0,1.0,12.0,0.82,1.33,0,0,0
18165,2014,1603,18.0,2.0,16.0,10.0,2.0,8.0,0.62,1.12,0,0,0
18165,2015,1625,,,,,,,,,0,0,0
18165,2016,1646,,,,,,,,,0,0,0
18167,2000,13340,,,,,,,,,0,0,0
18167,2001,13505,469.0,64.0,405.0,190.0,22.0,168.0,1.41,3.47,0,0,0
18167,2002,13669,977.0,116.0,861.0,214.0,24.0,190.0,1.57,7.15,0,0,0
18167,2003,13834,865.0,103.0,762.0,193.0,26.0,167.0,1.4,6.25,0,0,0
