GEOID,year,renter-occupied-households,eviction-filings,eviction-filings-imp,eviction-filings-non-imp,evictions,evictions-imp,evictions-non-imp,eviction-rate,eviction-filing-rate,imputed,subbed,low-flag
18093,2010,4447,114.0,7.0,107.0,63.0,5.0,58.0,1.42,2.56,0,0,0
18093,2011,4516,172.0,18.0,154.0,51.0,5.0,46.0,1.13,3.81,0,0,0
18093,2012,4585,240.0,21.0,219.0,137.0,13.0,124.0,2.99,5.23,0,0,0
18093,2013,4655,174.0,15.0,159.0,102.0,8.0,94.0,2.19,3.74,0,0,0
18093,2014,4724,191.0,19.0,172.0,111.0,16.0,95.0,2.35,4.04,0,0,0
18093,2015,4793,,,,,,,,,0,0,0
18093,2016,4862,,,,,,,,,0,0,0
18095,2000,13694,,,,,,,,,0,0,0
18095,2001,13835,,,,,,,,,0,0,0
18095,2002,13976,1270.0,151.0,1119.0,717.0,80.0,637.0,5.13,9.09,0,0,0
18095,2003,14117,1521.0,161.0,1360.0,817.0,78.0,739.0,5.79,10.77,0,0,0
18095,2004,14258,1858.0,154.0,1704.0,982.0,82.0,900.0,6.89,13.03,0,0,0
18095,2005,14399,1823.0,173.0,1650.0,1049.0,107.0,942.0,7.29,12.66,0,0,0
18095,2006,14539,1206.0,102.0,1104.0,694.0,55.0,639.0,4.77,8.29,0,0,0
18095,2007,14680,1227.0,148.0,1079.0,851.0,108.0,743.0,5.8,8.36,0,0,0
18095,2008,14821,1258.0,124.0,1134.0,827.0,92.0,735.0,5.58,8.49,0,0,0
18095,2009,14962,1108.0,112.0,996.0,687.0,66.0,621.0,4.59,7.41,0,0,0
18095,2010,15103,1018.0,94.0,924.0,731.0,60.0,671.0,4.84,6.74,0,0,0
18095,2011,15279,1368.0,107.0,1261.0,997.0,80.0,917.0,6.53,8.95,0,0,0
18095,2012,15454,1456.0,89.0,1367.0,869.0,47.0,822.0,5.62,9.42,0,0,0
18095,2013,15630,1411.0,96.0,1315.0,686.0,49.0,637.0,4.39,9.03,0,0,0
18095,2014,15806,890.0,40.0,850.0,372.0,20.0,352.0,2.35,5.63,0,0,0
18095,2015,15981,850.0,780.0,70.0,331.0,312.0,19.0,2.07,5.32,1,0,0
18095,2016,16157,789.0,45.0,744.0,341.0,17.0,324.0,2.11,4.88,0,0,0
18097,2000,143207,,,,,,,,,0,0,0
18097,2001,144806,14060.0,1699.0,12361.0,9021.0,1163.0,7858.0,6.23,9.71,0,0,0
18097,2002,146405,24479.0,2559.0,21920.0,10044.0,1109.0,8935.0,6.86,16.72,0,0,0
18097,2003,148003,27830.0,2487.0,25343.0,10577.0,1077.0,9500.0,7.15,18.8,0,0,0
18097,2004,149602,29483.0,2435.0,27048.0,12983.0,1195.0,11788.0,8.68,19.71,0,0,0
18097,2005,151201,29433.0,2244.0,27189.0,12595.0,1063.0,11532.0,8.33,19.47,0,0,0
18097,2006,152800,31583.0,2325.0,29258.0,14049.0,1098.0,12951.0,9.19,20.67,0,0,0
18097,2007,154399,30114.0,2128.0,27986.0,12690.0,1011.0,11679.0,8.22,19.5,0,0,0
18097,2008,155997,26065.0,1647.0,24418.0,12041.0,917.0,11124.0,7.72,16.71,0,0,0
18097,2009,157596,27076.0,1831.0,25245.0,13016.0,951.0,12065.0,8.26,17.18,0,0,0
18097,2010,159195,27377.0,1712.0,25665.0,14027.0,940.0,13087.0,8.81,17.2,0,0,0
18097,2011,161540,29748.0,2002.0,27746.0,15300.0,1113.0,14187.0,9.47,18.42,0,0,0
18097,2012,163885,28743.0,1829.0,26914.0,14559.0,995.0,13564.0,8.88,17.54,0,0,0
18097,2013,166230,28856.0,1734.0,27122.0,14399.0,962.0,13437.0,8.66,17.36,0,0,0
18097,2014,168575,29012.0,1650.0,27362.0,13591.0,813.0,12778.0,8.06,17.21,0,0,0
18097,2015,170920,24569.0,1404.0,23165.0,11738.0,731.0,11007.0,6.87,14.37,0,0,0
18097,2016,173265,29986.0,1579.0,28407.0,12647.0,698.0,11949.0,7.3,17.31,0,0,0
18099,2000,3833,80.0,11.0,69.0,77.0,10.0,67.0,2.01,2.09,0,0,0
18099,2001,3862,73.0,8.0,65.0,66.0,7.0,59.0,1.71,1.89,0,0,0
18099,2002,3891,57.0,7.0,50.0,55.0,7.0,48.0,1.41,1.46,0,0,1
18099,2003,3920,92.0,7.0,85.0,85.0,7.0,78.0,2.17,2.35,0,0,0
18099,2004,3949,120.0,15.0,105.0,97.0,14.0,83.0,2.46,3.04,0,0,0
18099,2005,3978,140.0,6.0,134.0,117.0,3.0,114.0,2.94,3.52,0,0,0
18099,2006,4007,123.0,5.0,118.0,105.0,3.0,102.0,2.62,3.07,0,0,0
18099,2007,4036,114.0,7.0,107.0,100.0,7.0,93.0,2.48,2.82,0,0,0
18099,2008,4065,138.0,21.0,117.0,109.0,16.0,93.0,2.68,3.39,0,0,0
18099,2009,4094,112.0,7.0,105.0,95.0,7.0,88.0,2.32,2.74,0,0,0
18099,2010,4123,124.0,6.0,118.0,88.0,4.0,84.0,2.13,3.01,0,0,0
18099,2011,4188,151.0,9.0,142.0,120.0,6.0,114.0,2.87,3.61,0,0,0
18099,2012,4253,154.0,8.0,146.0,114.0,5.0,109.0,2.68,3.62,0,0,0
18099,2013,4318,119.0,14.0,105.0,90.0,12.0,78.0,2.08,2.76,0,0,0
18099,2014,4382,121.0,9.0,112.0,93.0,7.0,86.0,2.12,2.76,0,0,0
18099,2015,4447,144.0,8.0,136.0,101.0,4.0,97.0,2.27,3.24,0,0,0
18099,2016,4512,114.0,6.0,108.0,84.0,5.0,79.0,1.86,2.53,0,0,0
18101,2000,787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18101,2001,791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18101,2002,794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18101,2003,798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18101,2004,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18101,2005,805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18101,2006,808,1.0,0.0,1.0,1.0,0.0,1.0,0.12,0.12,0,0,0
18101,2007,812,2.0,0.0,2.0,2.0,0.0,2.0,0.25,0.25,0,0,0
18101,2008,815,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.61,0,0,0
18101,2009,819,7.0,0.0,7.0,2.0,0.0,2.0,0.24,0.86,0,0,0
18101,2010,822,3.0,0.0,3.0,2.0,0.0,2.0,0.24,0.36,0,0,0
18101,2011,839,9.0,2.0,7.0,5.0,1.0,4.0,0.6,1.07,0,0,0
18101,2012,855,12.0,1.0,11.0,4.0,0.0,4.0,0.47,1.4,0,0,0
18101,2013,872,6.0,0.0,6.0,3.0,0.0,3.0,0.34,0.69,0,0,0
18101,2014,889,20.0,3.0,17.0,6.0,0.0,6.0,0.68,2.25,0,0,0
18101,2015,905,5.0,2.0,3.0,4.0,2.0,2.0,0.44,0.55,0,0,0
18101,2016,922,2.0,1.0,1.0,2.0,1.0,1.0,0.22,0.22,0,0,0
18103,2000,3290,,,,,,,,,0,0,0
18103,2001,3310,,,,,,,,,0,0,0
18103,2002,3329,175.0,17.0,158.0,54.0,11.0,43.0,1.62,5.26,0,0,0
18103,2003,3349,246.0,232.0,14.0,94.0,82.0,12.0,2.81,7.35,1,0,0
18103,2004,3369,287.0,178.0,109.0,219.0,128.0,91.0,6.5,8.52,1,0,0
18103,2005,3389,371.0,25.0,346.0,219.0,18.0,201.0,6.46,10.95,0,0,0
18103,2006,3408,415.0,16.0,399.0,267.0,13.0,254.0,7.83,12.18,0,0,0
18103,2007,3428,339.0,24.0,315.0,163.0,14.0,149.0,4.76,9.89,0,0,0
18103,2008,3448,280.0,35.0,245.0,159.0,17.0,142.0,4.61,8.12,0,0,0
18103,2009,3467,188.0,17.0,171.0,131.0,15.0,116.0,3.78,5.42,0,0,0
18103,2010,3487,176.0,22.0,154.0,99.0,8.0,91.0,2.84,5.05,0,0,0
18103,2011,3532,183.0,27.0,156.0,128.0,15.0,113.0,3.62,5.18,0,0,0
18103,2012,3578,135.0,16.0,119.0,74.0,9.0,65.0,2.07,3.77,0,0,0
18103,2013,3623,173.0,17.0,156.0,92.0,8.0,84.0,2.54,4.78,0,0,0
18103,2014,3668,285.0,32.0,253.0,192.0,23.0,169.0,5.23,7.77,0,0,0
18103,2015,3714,247.0,31.0,216.0,174.0,25.0,149.0,4.69,6.65,0,0,0
18103,2016,3759,280.0,29.0,251.0,217.0,25.0,192.0,5.77,7.45,0,0,0
18105,2000,21582,580.0,151.0,429.0,569.0,147.0,422.0,2.64,2.69,0,0,0
18105,2001,22025,609.0,166.0,443.0,485.0,139.0,346.0,2.2,2.77,0,0,1
18105,2002,22468,405.0,111.0,294.0,374.0,103.0,271.0,1.66,1.8,0,0,1
18105,2003,22910,538.0,149.0,389.0,482.0,129.0,353.0,2.1,2.35,0,0,1
18105,2004,23353,510.0,117.0,393.0,500.0,115.0,385.0,2.14,2.18,0,0,1
18105,2005,23796,394.0,68.0,326.0,391.0,67.0,324.0,1.64,1.66,0,0,1
18105,2006,24239,365.0,55.0,310.0,210.0,38.0,172.0,0.87,1.51,0,0,1
18105,2007,24682,346.0,60.0,286.0,344.0,60.0,284.0,1.39,1.4,0,0,1
18105,2008,25124,206.0,35.0,171.0,185.0,32.0,153.0,0.74,0.82,0,0,1
18105,2009,25567,546.0,70.0,476.0,392.0,58.0,334.0,1.53,2.14,0,0,1
18105,2010,26010,198.0,18.0,180.0,120.0,10.0,110.0,0.46,0.76,0,0,1
18105,2011,26405,261.0,14.0,247.0,240.0,10.0,230.0,0.91,0.99,0,0,1
18105,2012,26801,301.0,35.0,266.0,296.0,35.0,261.0,1.1,1.12,0,0,1
18105,2013,27196,244.0,29.0,215.0,241.0,29.0,212.0,0.89,0.9,0,0,1
18105,2014,27591,340.0,246.0,94.0,332.0,241.0,91.0,1.2,1.23,1,0,1
18105,2015,27987,403.0,273.0,130.0,107.0,99.0,8.0,0.38,1.44,1,0,1
18105,2016,28382,463.0,24.0,439.0,178.0,11.0,167.0,0.63,1.63,0,0,1
18107,2000,3888,,,,,,,,,0,0,0
18107,2001,3908,,,,,,,,,0,0,0
18107,2002,3928,113.0,21.0,92.0,56.0,8.0,48.0,1.43,2.88,0,0,0
18107,2003,3948,105.0,20.0,85.0,98.0,19.0,79.0,2.48,2.66,0,0,0
18107,2004,3968,93.0,12.0,81.0,69.0,8.0,61.0,1.74,2.34,0,0,0
18107,2005,3988,123.0,17.0,106.0,120.0,16.0,104.0,3.01,3.08,0,0,0
18107,2006,4008,172.0,17.0,155.0,52.0,4.0,48.0,1.3,4.29,0,0,0
18107,2007,4028,,,,,,,,,0,0,0
18107,2008,4048,,,,,,,,,0,0,0
18107,2009,4068,,,,,,,,,0,0,0
18107,2010,4088,,,,,,,,,0,0,0
18107,2011,4143,,,,,,,,,0,0,0
18107,2012,4197,,,,,,,,,0,0,0
18107,2013,4252,,,,,,,,,0,0,0
18107,2014,4307,,,,,,,,,0,0,0
18107,2015,4361,,,,,,,,,0,0,0
18107,2016,4416,203.0,13.0,190.0,176.0,13.0,163.0,3.99,4.6,0,0,0
18109,2000,4958,,,,,,,,,0,0,0
18109,2001,5037,246.0,51.0,195.0,184.0,41.0,143.0,3.65,4.88,0,0,0
18109,2002,5115,165.0,23.0,142.0,118.0,20.0,98.0,2.31,3.23,0,0,0
18109,2003,5194,137.0,16.0,121.0,112.0,12.0,100.0,2.16,2.64,0,0,0
18109,2004,5272,168.0,27.0,141.0,162.0,25.0,137.0,3.07,3.19,0,0,0
18109,2005,5351,152.0,21.0,131.0,151.0,21.0,130.0,2.82,2.84,0,0,0
18109,2006,5429,210.0,30.0,180.0,197.0,27.0,170.0,3.63,3.87,0,0,0
18109,2007,5508,190.0,113.0,77.0,185.0,112.0,73.0,3.36,3.45,1,0,0
18109,2008,5586,191.0,18.0,173.0,179.0,17.0,162.0,3.2,3.42,0,0,0
18109,2009,5665,238.0,12.0,226.0,216.0,11.0,205.0,3.81,4.2,0,0,0
18109,2010,5743,135.0,10.0,125.0,125.0,10.0,115.0,2.18,2.35,0,0,0
18109,2011,5842,95.0,9.0,86.0,87.0,9.0,78.0,1.49,1.63,0,0,1
18109,2012,5941,,,,,,,,,0,0,0
18109,2013,6040,,,,,,,,,0,0,0
18109,2014,6138,,,,,,,,,0,0,0
18109,2015,6237,,,,,,,,,0,0,0
18109,2016,6336,428.0,21.0,407.0,249.0,11.0,238.0,3.93,6.76,0,0,0
18111,2000,1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
18111,2001,1071,5.0,0.0,5.0,4.0,0.0,4.0,0.37,0.47,0,0,0
18111,2002,1067,13.0,2.0,11.0,6.0,2.0,4.0,0.56,1.22,0,0,0
18111,2003,1064,13.0,0.0,13.0,9.0,0.0,9.0,0.85,1.22,0,0,0
18111,2004,1061,5.0,0.0,5.0,5.0,0.0,5.0,0.47,0.47,0,0,1
18111,2005,1058,10.0,1.0,9.0,7.0,0.0,7.0,0.66,0.95,0,0,0
18111,2006,1054,26.0,0.0,26.0,22.0,0.0,22.0,2.09,2.47,0,0,0
18111,2007,1051,6.0,0.0,6.0,6.0,0.0,6.0,0.57,0.57,0,0,1
18111,2008,1048,3.0,0.0,3.0,2.0,0.0,2.0,0.19,0.29,0,0,1
18111,2009,1044,2.0,0.0,2.0,1.0,0.0,1.0,0.1,0.19,0,0,0
18111,2010,1041,2.0,0.0,2.0,1.0,0.0,1.0,0.1,0.19,0,0,0
18111,2011,1064,4.0,0.0,4.0,4.0,0.0,4.0,0.38,0.38,0,0,0
18111,2012,1087,4.0,0.0,4.0,3.0,0.0,3.0,0.28,0.37,0,0,0
18111,2013,1110,5.0,0.0,5.0,4.0,0.0,4.0,0.36,0.45,0,0,0
18111,2014,1132,4.0,0.0,4.0,1.0,0.0,1.0,0.09,0.35,0,0,0
18111,2015,1155,14.0,1.0,13.0,14.0,1.0,13.0,1.21,1.21,0,0,0
18111,2016,1178,22.0,1.0,21.0,18.0,1.0,17.0,1.53,1.87,0,0,0
18113,2000,3674,,,,,,,,,0,0,0
18113,2001,3695,145.0,18.0,127.0,28.0,2.0,26.0,0.76,3.92,0,0,0
18113,2002,3717,239.0,19.0,220.0,54.0,5.0,49.0,1.45,6.43,0,0,0
18113,2003,3738,245.0,14.0,231.0,85.0,6.0,79.0,2.27,6.55,0,0,0
18113,2004,3760,187.0,27.0,160.0,76.0,16.0,60.0,2.02,4.97,0,0,0
18113,2005,3781,241.0,18.0,223.0,90.0,5.0,85.0,2.38,6.37,0,0,0
18113,2006,3802,196.0,9.0,187.0,108.0,7.0,101.0,2.84,5.15,0,0,0
18113,2007,3824,177.0,23.0,154.0,127.0,19.0,108.0,3.32,4.63,0,0,0
18113,2008,3845,286.0,19.0,267.0,184.0,13.0,171.0,4.79,7.44,0,0,0
18113,2009,3867,236.0,17.0,219.0,122.0,12.0,110.0,3.16,6.1,0,0,0
18113,2010,3888,189.0,8.0,181.0,135.0,5.0,130.0,3.47,4.86,0,0,0
18113,2011,3968,205.0,11.0,194.0,148.0,7.0,141.0,3.73,5.17,0,0,0
18113,2012,4047,228.0,23.0,205.0,155.0,16.0,139.0,3.83,5.63,0,0,0
18113,2013,4127,315.0,40.0,275.0,208.0,31.0,177.0,5.04,7.63,0,0,0
18113,2014,4207,254.0,9.0,245.0,181.0,8.0,173.0,4.3,6.04,0,0,0
18113,2015,4286,242.0,15.0,227.0,151.0,10.0,141.0,3.52,5.65,0,0,0
18113,2016,4366,239.0,25.0,214.0,164.0,18.0,146.0,3.76,5.47,0,0,0
18115,2000,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18115,2001,504,6.0,0.0,6.0,6.0,0.0,6.0,1.19,1.19,0,0,0
18115,2002,516,1.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0,0,0
18115,2003,528,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.38,0,0,0
18115,2004,540,5.0,0.0,5.0,4.0,0.0,4.0,0.74,0.93,0,0,0
18115,2005,552,4.0,0.0,4.0,4.0,0.0,4.0,0.73,0.73,0,0,0
18115,2006,563,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18,0,0,0
18115,2007,575,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,0,0,0
18115,2008,587,5.0,0.0,5.0,4.0,0.0,4.0,0.68,0.85,0,0,0
18115,2009,599,5.0,2.0,3.0,5.0,2.0,3.0,0.83,0.83,0,0,0
18115,2010,611,11.0,0.0,11.0,8.0,0.0,8.0,1.31,1.8,0,0,0
18115,2011,620,11.0,5.0,6.0,7.0,3.0,4.0,1.13,1.77,0,0,0
18115,2012,629,3.0,0.0,3.0,1.0,0.0,1.0,0.16,0.48,0,0,0
18115,2013,639,12.0,3.0,9.0,6.0,2.0,4.0,0.94,1.88,0,0,0
18115,2014,648,5.0,0.0,5.0,4.0,0.0,4.0,0.62,0.77,0,0,0
18115,2015,657,8.0,1.0,7.0,3.0,1.0,2.0,0.46,1.22,0,0,0
18115,2016,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18117,2000,1589,19.0,5.0,14.0,19.0,5.0,14.0,1.2,1.2,0,0,0
18117,2001,1627,20.0,2.0,18.0,20.0,2.0,18.0,1.23,1.23,0,0,0
18117,2002,1665,7.0,0.0,7.0,7.0,0.0,7.0,0.42,0.42,0,0,1
18117,2003,1703,34.0,3.0,31.0,30.0,2.0,28.0,1.76,2.0,0,0,0
18117,2004,1741,21.0,0.0,21.0,21.0,0.0,21.0,1.21,1.21,0,0,0
18117,2005,1780,13.0,3.0,10.0,12.0,3.0,9.0,0.67,0.73,0,0,0
18117,2006,1818,16.0,2.0,14.0,13.0,1.0,12.0,0.72,0.88,0,0,0
18117,2007,1856,9.0,1.0,8.0,6.0,0.0,6.0,0.32,0.48,0,0,1
18117,2008,1894,7.0,0.0,7.0,3.0,0.0,3.0,0.16,0.37,0,0,1
18117,2009,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
18117,2010,1970,16.0,0.0,16.0,5.0,0.0,5.0,0.25,0.81,0,0,1
18117,2011,2001,43.0,4.0,39.0,21.0,1.0,20.0,1.05,2.15,0,0,0
18117,2012,2033,40.0,1.0,39.0,21.0,1.0,20.0,1.03,1.97,0,0,0
18117,2013,2064,30.0,2.0,28.0,20.0,1.0,19.0,0.97,1.45,0,0,0
18117,2014,2095,55.0,9.0,46.0,28.0,2.0,26.0,1.34,2.62,0,0,0
18117,2015,2127,45.0,6.0,39.0,34.0,5.0,29.0,1.6,2.12,0,0,0
18117,2016,2158,12.0,3.0,9.0,12.0,3.0,9.0,0.56,0.56,0,0,1
18119,2000,1523,46.0,31.0,15.0,45.0,30.0,15.0,2.95,3.02,0,0,0
18119,2001,1541,52.0,25.0,27.0,52.0,25.0,27.0,3.37,3.37,0,0,0
18119,2002,1559,47.0,18.0,29.0,47.0,18.0,29.0,3.01,3.01,0,0,0
18119,2003,1578,35.0,16.0,19.0,35.0,16.0,19.0,2.22,2.22,0,0,0
18119,2004,1596,33.0,8.0,25.0,33.0,8.0,25.0,2.07,2.07,0,0,0
18119,2005,1614,50.0,16.0,34.0,48.0,16.0,32.0,2.97,3.1,0,0,0
18119,2006,1632,30.0,3.0,27.0,27.0,2.0,25.0,1.65,1.84,0,0,0
18119,2007,1650,17.0,5.0,12.0,17.0,5.0,12.0,1.03,1.03,0,0,0
18119,2008,1669,5.0,0.0,5.0,5.0,0.0,5.0,0.3,0.3,0,0,1
18119,2009,1687,3.0,0.0,3.0,3.0,0.0,3.0,0.18,0.18,0,0,1
18119,2010,1705,59.0,8.0,51.0,42.0,6.0,36.0,2.46,3.46,0,0,0
18119,2011,1729,47.0,3.0,44.0,34.0,1.0,33.0,1.97,2.72,0,0,0
18119,2012,1754,56.0,9.0,47.0,45.0,7.0,38.0,2.57,3.19,0,0,0
18119,2013,1778,73.0,11.0,62.0,41.0,8.0,33.0,2.31,4.11,0,0,0
18119,2014,1802,32.0,5.0,27.0,17.0,1.0,16.0,0.94,1.78,0,0,0
18119,2015,1827,32.0,5.0,27.0,7.0,1.0,6.0,0.38,1.75,0,0,0
18119,2016,1851,41.0,4.0,37.0,21.0,3.0,18.0,1.13,2.22,0,0,0
18121,2000,1267,3.0,2.0,1.0,3.0,2.0,1.0,0.24,0.24,0,0,1
18121,2001,1270,12.0,8.0,4.0,6.0,4.0,2.0,0.47,0.94,0,0,0
18121,2002,1273,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.31,0,0,1
18121,2003,1277,2.0,0.0,2.0,2.0,0.0,2.0,0.16,0.16,0,0,1
18121,2004,1280,4.0,0.0,4.0,2.0,0.0,2.0,0.16,0.31,0,0,1
18121,2005,1283,3.0,0.0,3.0,2.0,0.0,2.0,0.16,0.23,0,0,1
18121,2006,1286,5.0,0.0,5.0,5.0,0.0,5.0,0.39,0.39,0,0,1
18121,2007,1289,4.0,0.0,4.0,3.0,0.0,3.0,0.23,0.31,0,0,1
18121,2008,1293,4.0,0.0,4.0,1.0,0.0,1.0,0.08,0.31,0,0,1
18121,2009,1296,3.0,0.0,3.0,3.0,0.0,3.0,0.23,0.23,0,0,1
18121,2010,1299,3.0,0.0,3.0,3.0,0.0,3.0,0.23,0.23,0,0,1
18121,2011,1326,13.0,0.0,13.0,8.0,0.0,8.0,0.6,0.98,0,0,0
18121,2012,1353,15.0,2.0,13.0,13.0,2.0,11.0,0.96,1.11,0,0,0
18121,2013,1380,15.0,1.0,14.0,8.0,0.0,8.0,0.58,1.09,0,0,0
18121,2014,1406,9.0,0.0,9.0,6.0,0.0,6.0,0.43,0.64,0,0,1
18121,2015,1433,4.0,0.0,4.0,3.0,0.0,3.0,0.21,0.28,0,0,1
18121,2016,1460,2.0,0.0,2.0,1.0,0.0,1.0,0.07,0.14,0,0,1
18123,2000,1508,,,,,,,,,0,0,0
18123,2001,1534,,,,,,,,,0,0,0
18123,2002,1559,,,,,,,,,0,0,0
18123,2003,1585,,,,,,,,,0,0,0
18123,2004,1610,2.0,0.0,2.0,1.0,0.0,1.0,0.06,0.12,0,0,1
18123,2005,1636,32.0,4.0,28.0,1.0,0.0,1.0,0.06,1.96,0,0,0
18123,2006,1661,2.0,0.0,2.0,1.0,0.0,1.0,0.06,0.12,0,0,1
18123,2007,1687,1.0,0.0,1.0,1.0,0.0,1.0,0.06,0.06,0,0,1
18123,2008,1712,17.0,2.0,15.0,4.0,0.0,4.0,0.23,0.99,0,0,0
18123,2009,1738,34.0,0.0,34.0,6.0,0.0,6.0,0.35,1.96,0,0,0
18123,2010,1763,18.0,3.0,15.0,1.0,0.0,1.0,0.06,1.02,0,0,0
18123,2011,1795,22.0,3.0,19.0,4.0,1.0,3.0,0.22,1.23,0,0,0
18123,2012,1826,24.0,4.0,20.0,11.0,4.0,7.0,0.6,1.31,0,0,0
18123,2013,1858,30.0,4.0,26.0,5.0,0.0,5.0,0.27,1.62,0,0,0
18123,2014,1889,32.0,2.0,30.0,6.0,0.0,6.0,0.32,1.69,0,0,0
18123,2015,1921,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.89,0,0,1
18123,2016,1952,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.26,0,0,1
18125,2000,895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18125,2001,897,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.89,0,0,0
18125,2002,898,5.0,2.0,3.0,3.0,1.0,2.0,0.33,0.56,0,0,0
18125,2003,900,3.0,0.0,3.0,3.0,0.0,3.0,0.33,0.33,0,0,0
18125,2004,902,10.0,3.0,7.0,10.0,3.0,7.0,1.11,1.11,0,0,0
18125,2005,904,4.0,0.0,4.0,4.0,0.0,4.0,0.44,0.44,0,0,0
18125,2006,905,12.0,4.0,8.0,12.0,4.0,8.0,1.33,1.33,0,0,0
18125,2007,907,13.0,2.0,11.0,10.0,2.0,8.0,1.1,1.43,0,0,0
18125,2008,909,18.0,5.0,13.0,10.0,4.0,6.0,1.1,1.98,0,0,0
18125,2009,910,18.0,6.0,12.0,4.0,1.0,3.0,0.44,1.98,0,0,0
18125,2010,912,14.0,3.0,11.0,6.0,3.0,3.0,0.66,1.54,0,0,0
18125,2011,927,14.0,3.0,11.0,5.0,0.0,5.0,0.54,1.51,0,0,0
18125,2012,942,22.0,7.0,15.0,11.0,3.0,8.0,1.17,2.34,0,0,0
18125,2013,957,21.0,7.0,14.0,12.0,4.0,8.0,1.25,2.2,0,0,0
18125,2014,971,16.0,4.0,12.0,7.0,1.0,6.0,0.72,1.65,0,0,0
18125,2015,986,26.0,7.0,19.0,1.0,0.0,1.0,0.1,2.64,0,0,0
18125,2016,1001,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0,0,0
18127,2000,12755,361.0,31.0,330.0,266.0,24.0,242.0,2.09,2.83,0,0,0
18127,2001,12952,448.0,41.0,407.0,320.0,31.0,289.0,2.47,3.46,0,0,0
18127,2002,13148,482.0,46.0,436.0,331.0,32.0,299.0,2.52,3.67,0,0,0
18127,2003,13345,700.0,43.0,657.0,461.0,37.0,424.0,3.45,5.25,0,0,0
18127,2004,13541,806.0,49.0,757.0,512.0,35.0,477.0,3.78,5.95,0,0,0
18127,2005,13738,1013.0,73.0,940.0,645.0,53.0,592.0,4.7,7.37,0,0,0
18127,2006,13935,914.0,71.0,843.0,574.0,40.0,534.0,4.12,6.56,0,0,0
18127,2007,14131,964.0,72.0,892.0,626.0,43.0,583.0,4.43,6.82,0,0,0
18127,2008,14328,1108.0,69.0,1039.0,648.0,40.0,608.0,4.52,7.73,0,0,0
18127,2009,14524,1108.0,66.0,1042.0,676.0,40.0,636.0,4.65,7.63,0,0,0
18127,2010,14721,1046.0,57.0,989.0,616.0,34.0,582.0,4.18,7.11,0,0,0
18127,2011,15002,982.0,43.0,939.0,562.0,25.0,537.0,3.75,6.55,0,0,0
18127,2012,15283,894.0,47.0,847.0,437.0,20.0,417.0,2.86,5.85,0,0,0
18127,2013,15565,558.0,30.0,528.0,349.0,19.0,330.0,2.24,3.59,0,0,0
18127,2014,15846,622.0,39.0,583.0,403.0,27.0,376.0,2.54,3.93,0,0,0
18127,2015,16128,452.0,34.0,418.0,305.0,25.0,280.0,1.89,2.8,0,0,0
18127,2016,16408,670.0,34.0,636.0,330.0,18.0,312.0,2.01,4.08,0,0,0
18129,2000,1860,,,,,,,,,0,0,0
18129,2001,1858,55.0,4.0,51.0,12.0,0.0,12.0,0.65,2.96,0,0,0
18129,2002,1856,,,,,,,,,0,0,0
18129,2003,1854,,,,,,,,,0,0,0
18129,2004,1852,,,,,,,,,0,0,0
18129,2005,1850,,,,,,,,,0,0,0
18129,2006,1848,,,,,,,,,0,0,0
18129,2007,1846,,,,,,,,,0,0,0
18129,2008,1844,,,,,,,,,0,0,0
18129,2009,1842,,,,,,,,,0,0,0
18129,2010,1840,,,,,,,,,0,0,0
18129,2011,1867,72.0,9.0,63.0,44.0,7.0,37.0,2.36,3.86,0,0,0
18129,2012,1894,85.0,3.0,82.0,43.0,1.0,42.0,2.27,4.49,0,0,0
18129,2013,1921,110.0,2.0,108.0,2.0,1.0,1.0,0.1,5.73,0,0,0
18129,2014,1948,90.0,2.0,88.0,5.0,1.0,4.0,0.26,4.62,0,0,0
18129,2015,1975,92.0,2.0,90.0,10.0,1.0,9.0,0.51,4.66,0,0,0
18129,2016,2002,95.0,83.0,12.0,11.0,8.0,3.0,0.55,4.75,1,0,0
